alpha_id,expression,settings_json,region,universe,delay,neutralization,decay,truncation,sharpe,fitness,turnover,returns,drawdown,margin,date_created,new_alpha_id,resim_status
Vk8JLbMY,"trade_when(rank(ts_mean(volume,63)/adv20),(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 42)/cap, subindustry)-0.5),-1)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,8,0.05,1.73,1.53,0.0846,0.0984,0.0561,0.002327,2026-07-03T13:25:50Z,4abbbw50A4B7cwtBsP17nzE,DONE
VkO0jlLb,"(group_rank(ts_delta(anl4_fs_actuals_advanced_qf_nd_ebitda_value,126)/cap,industry)-0.5)*rank(ts_mean(volume,63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.49,1.31,0.0762,0.0959,0.0764,0.002516,2026-07-03T13:25:50Z,q393L4EK4Cha3tMWTuK3CJ,DONE
VkORb12G,"((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 63)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.92,1.45,0.1766,0.1002,0.0671,0.001135,2026-07-03T13:25:50Z,c2BMkc8Q4pi8ISHuIwmQXY,DONE
VkOZM16G,"(group_neutralize(ts_rank(vwap/close, 63)-0.5, market))*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,2.11,1.06,0.8288,0.2093,0.0934,0.000505,2026-07-03T13:25:50Z,2yGjQk55G4x5aKpfIKPjaDH,DONE
VkOmZZKG,"(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 42)/cap, industry)-0.5)*rank(ts_mean(volume, 63)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.77,1.58,0.1379,0.1098,0.0541,0.001592,2026-07-03T13:25:50Z,1ugLJZ5d04zT9zoZHyCXUeM,DONE
VkOmZmYG,"(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 252)/cap, sector)-0.5)*rank(ts_mean(volume, 63)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.34,1.23,0.066,0.1057,0.0699,0.003202,2026-07-03T13:25:50Z,dIkU52Kb5329ZV1dljsTuhl,DONE
VkOmkeAM,"(group_neutralize(ts_rank(vwap/close, 252)-0.5, sector))*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,2.24,1.05,0.8241,0.1814,0.0695,0.00044,2026-07-03T13:25:50Z,4C4jUv7sU51ma0Ja9lznv5J,DONE
VkOmn0r0,"group_neutralize(ts_mean(((group_rank(ts_delta(mdl177_growthanalystmodel_qga_epscapex_alt, 42)/cap, market)-0.5)*rank(ts_mean(volume, 63)/adv20)), 63), industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.67,1.47,0.0335,0.0971,0.0478,0.005807,2026-07-03T13:25:50Z,3Hx4Ou42i4Hj8Nx1aCdxqwSU,DONE
VkOxEp78,"(group_rank(ts_delta(mdl77_2growthanalystmodel_qga_opmarginsales,252)/cap,market)-0.5)*rank(ts_mean(volume,63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.28,1.24,0.0646,0.1174,0.0745,0.003636,2026-07-03T13:25:50Z,1HH5gO5Po4qN8Jv12uLhqRPi,DONE
Vkp966MM,"(group_rank(ts_delta(debt_issuance_costs_expense,252)/cap,market)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.82,1.59,0.1422,0.1083,0.0561,0.001523,2026-07-03T13:25:50Z,4dwqdR9Uh4oabGZyWnWlvne,DONE
VkpJk1Y5,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3),-1)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,6,0.05,1.83,1.6,0.1081,0.0951,0.0757,0.00176,2026-07-03T13:25:50Z,ckkPkfVL4nS8Rf1by93IVjJ,DONE
VkpgeXpM,"(group_rank(ts_delta(assets, 126)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.97,1.48,0.1573,0.0889,0.0597,0.00113,2026-07-03T13:25:50Z,29gJ9BdFE56p8Z4BN8qC6G1,DONE
Vkpged7Y,"((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3)*rank(ts_mean(volume, 63)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.96,1.5,0.1744,0.1024,0.0684,0.001174,2026-07-03T13:25:50Z,1Ep8U2eJD52r9m37rDV8vjJ,DONE
Wj90r2Kd,"(group_rank(ts_delta(operating_income,252)/cap,market)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.29,1.21,0.1532,0.1349,0.1219,0.001761,2026-07-03T13:25:50Z,1G0Y4pHq5iMcGiuvmyTURO,DONE
Wj93N21Z,"(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 42)/cap, sector)-0.5)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.76,1.65,0.1249,0.1094,0.0468,0.001752,2026-07-03T13:25:50Z,48xlGw43Y4Ix9BfrSjdHgiI,DONE
Wj93nqbk,"(group_neutralize(ts_rank(vwap/close, 252)-0.5, sector))*rank(ts_mean(volume, 63)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,2.19,1.02,0.8236,0.1792,0.0742,0.000435,2026-07-03T13:25:50Z,PjSke5Kh4HK90LkpTO8Poh,DONE
Wj93xarN,"group_neutralize(ts_mean(((group_rank(ts_delta(mdl177_growthanalystmodel_qga_epscapex_alt, 42)/cap, subindustry)-0.5)*rank(ts_mean(volume, 63)/adv20)), 63), subindustry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.65,1.3,0.0348,0.0778,0.0389,0.004477,2026-07-03T13:25:50Z,3DMNSS3pn4ldbmt17uB2fl12,DONE
Wj93xbok,"group_neutralize(ts_mean(((group_rank(ts_delta(mdl177_growthanalystmodel_qga_epscapex_alt, 63)/cap, subindustry)-0.5)*rank(ts_mean(volume, 63)/adv20)), 63), industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.55,1.2,0.0295,0.0747,0.0426,0.00507,2026-07-03T13:25:50Z,2ollqYcKt4spbsgUWgjR9KW,DONE
Wj9A0ngN,"(group_rank(ts_delta(ebitda_reported_value,126)/cap,industry)-0.5)*rank(ts_mean(volume,63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.48,1.29,0.0763,0.0955,0.0765,0.002503,2026-07-03T13:25:50Z,2b0oT27O84sich2dQuiC1IV,DONE
Wj9AkYNQ,"(group_rank(ts_delta(anl4_fs_detail_estimate_1qf_v4_nd_totassets_number,252)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.71,1.4,0.1441,0.0961,0.0532,0.001334,2026-07-03T13:25:50Z,4FesjPand4Ao9qB1UGcBuAe,DONE
Wj9Rawbj,"group_neutralize(ts_mean(((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3), 252), sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.5,1.27,0.0114,0.0891,0.0806,0.0156,2026-07-03T13:25:50Z,3sC9Uq1d94A9awRVze4ScTD,DONE
Wj9o3Vnj,"group_neutralize(ts_mean(((group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 42)/cap, sector)-0.5)*rank(ts_mean(volume, 63)/adv20)), 252), sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.39,1.42,0.0187,0.1303,0.1125,0.013929,2026-07-03T13:25:50Z,2acUyf1mY4qv9kw16QRqGseb,DONE
Wj9x2EXo,"group_neutralize(ts_mean(((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3), 252), sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.5,1.26,0.0114,0.0888,0.08,0.015545,2026-07-03T13:25:50Z,3v84fF7pr5fp8Es15WXXFPKA,DONE
Wjg8lX9G,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3),-1)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,8,0.05,1.78,1.51,0.0877,0.0901,0.073,0.002053,2026-07-03T13:25:50Z,1yDxaA56R58ZcxReKvwfkj9,DONE
WjpnExjj,"((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3)*rank(ts_mean(volume, 21)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,8,0.05,1.55,1.24,0.1583,0.1013,0.0936,0.00128,2026-07-03T13:25:50Z,3TRujF6uj57M8yEUsrxXs5n,DONE
WjpqNZ7Z,"(group_rank(ts_delta(domestic_assets_total_value,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.78,1.52,0.158,0.1145,0.0586,0.00145,2026-07-03T13:25:50Z,1q98cy1lo4G29NFKEdLLxJj,DONE
Xg1AgXlx,"((group_rank(ts_delta(anl4_fs_detail_estimate_1qf_v4_nd_ebitda_number,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3)*rank(ts_mean(volume, 63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.73,1.4,0.1645,0.1083,0.059,0.001317,2026-07-03T13:25:50Z,2s25FAfmY599aG130248veY,DONE
Xg1vNzL1,"group_neutralize(ts_mean(((group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 42)/cap, market)-0.5)*rank(ts_mean(volume, 63)/(1+adv20))), 63), sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.58,1.5,0.0321,0.1128,0.0597,0.007019,2026-07-03T13:25:50Z,2MpbHYFf5bIcrfio4eDG0Z,DONE
Xg1zxkAm,"(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 63)/cap, industry)-0.5)*rank(ts_mean(volume, 63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.51,1.3,0.0913,0.0923,0.0579,0.002023,2026-07-03T13:25:50Z,2F5dHZ1kp582auzkNwgt8DT,DONE
XgK22Mkx,"group_neutralize(ts_mean(((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3), 126), sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,8,0.05,1.42,1.09,0.0125,0.0736,0.0735,0.01182,2026-07-03T13:25:50Z,NUInpd4O4G4aco15IsIC1zK,DONE
XgK2wzjz,"(group_rank(ts_delta(anl4_fs_detail_estimate_1qf_v4_nd_ebitda_number,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,6,0.05,1.76,1.6,0.1039,0.1027,0.0588,0.001977,2026-07-03T13:25:50Z,4lbtxfDO4zw8ZTaml329tU,DONE
XgK6azWm,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_fs_detail_estimate_1qf_v4_nd_ebitda_number,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3),-1)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.84,1.6,0.1434,0.1085,0.057,0.001513,2026-07-03T13:25:50Z,3BKmWf9wj4QscE1uwhNKD5s,DONE
XgKY7520,"((group_rank(ts_delta(assets, 252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,8,0.05,1.95,1.69,0.1022,0.0943,0.0689,0.001846,2026-07-03T13:25:50Z,1KLuSiBa4vVbZfuCRaU4cW,DONE
