候选ID,策略家族,来源,分数,表达式,模拟设置JSON,变体序号,精确哈希,参数骨架,字段骨架,生成时间
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_stddev_ebitda_fp4/cap,126)*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,c6db0eedc14d841df4c8d9270c99bac3bcf9296411bf7c4511c820d4095a7696,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_stddev_ebitda_fp4,cap),#)),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),sector)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_stddev_ebitda_fp5/cap,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,885b05677093977e45a76f492c01c68197a42460459caa15308a702cfcb847f7,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_stddev_ebitda_fp5,cap),#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_stddev_ebitda_fy1/cap,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,fdffd4dfdda4cf7f92b8d7ce705ca64ed5d3bc2601aeecfc54cf008214326931,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_stddev_ebitda_fy1,cap),#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_median_ebitda_fp5/cap,126)*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,80e6f3b78c80cf75f7e02167fe20cf59f08dd092aaec7735e103adcf4cb59fdf,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_median_ebitda_fp5,cap),#)),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),sector)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_stddev_ebitda_fp3/cap,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,e4f02f57c48bf3e1985c8f49774711d79fa1b23a5cc6121767b5110f3cedf2eb,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_stddev_ebitda_fp3,cap),#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_stddev_ebitda_fy3/cap,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,c487e1c492066a9ba078bd2d6ca48d17bf6a86fd0ff6007d38a23be3fc6f5755,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_stddev_ebitda_fy3,cap),#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_stddev_ebitda_fy2/cap,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,7331a2abfa44ada2582748a47e5c713e2c01e2f4d70079c09f118db25d863e46,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_stddev_ebitda_fy2,cap),#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_stddev_ebitda_fp2/cap,126)*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,0951349d30d7ccc141e34967df1b2ca40761a7446a5ea7cd17ea5c8117f1586d,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_stddev_ebitda_fp2,cap),#)),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),sector)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_median_ebitda_fy3/cap,126)*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,425b9bc313729bfd4b820b532839a3f1e9d4a2a70ec36e66495d229c5b4bfdc4,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_median_ebitda_fy3,cap),#)),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),sector)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_mean_ebitda_fp4/cap,126)*rank(ts_mean(volume,63)/adv20),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,eca2e31f0042f1b550741ea451332843a31062c02dff58a6ad0d194b0b8dd6da,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_mean_ebitda_fp4,cap),#)),industry)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),industry)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_median_ebitda_fp4/cap,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,383bbe7b3477dd1710c3cda56792d601b560b846864fe33eaca0dcca2dcd9ab6,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_median_ebitda_fp4,cap),#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_stddev_ebitda_fp1/cap,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,9eb49d4ceefb09ad2c024110999229dcf5b80b490d2f929c37335a753b3ce457,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_stddev_ebitda_fp1,cap),#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_median_ebitda_fy1/cap,126)*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,6769999d760a2264d503c91072e4a8b4630d1c5407a18570c45f99589fbd2c06,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_median_ebitda_fy1,cap),#)),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),sector)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_median_ebitda_fy2/cap,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,312cc642e951a23e570eca9b9f5b9913a83f8fec401dd81feb3d8d20ccf8180d,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_median_ebitda_fy2,cap),#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_stddev_ebitda_fy5/cap,126)*rank(ts_mean(volume,63)/adv20),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,e060561ebc553c1dd48cda4cf37a47f324f2ba95e838c69997208770418814b4,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_stddev_ebitda_fy5,cap),#)),industry)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),industry)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_numofests_ebitda_fy5/cap,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,637ffd4a20b93def5f78944ed37f7b83cf9cd67d1029a0efb06c6e301e54a8c2,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_numofests_ebitda_fy5,cap),#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_numofests_ebitda_fy4/cap,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,6628a7523877624f59b09d49cefa694b09a9d82f387288cc4a56da74051942dd,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_numofests_ebitda_fy4,cap),#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_numofests_ebitda_fp5/cap,126)*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,9a6fc370919ed528ac146d66cd55a753da568c8ae99e1ebadb650d2ad8dc992d,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_numofests_ebitda_fp5,cap),#)),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),sector)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_numofests_ebitda_fp2/cap,126)*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,736ec961c08d6228771ee30bc9623f35c8440ee3b5149f8b443550df2234e7d0,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_numofests_ebitda_fp2,cap),#)),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),sector)",2026-08-02T11:20:49.196920+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_numofests_ebitda_fp4/cap,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,1f327f333293667a6a128d9aa583a7551314a7ac445b5d72157275559e0314c2,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(div(anl14_numofests_ebitda_fp4,cap),#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-02T11:20:49.196920+00:00
